respondent_idx,umap_dim1,umap_dim2,cluster,party,text
1117,1.5122899,5.2109165,0,STAN,Zodpovídají za svůj blahobyt sami na svou zodpovědnost 
1118,-2.4022424,4.0008593,1,ANO,"Mladí, pracijici lide .dal nevím co napsat"
1119,0.49443376,5.899332,3,Unknown,Zajímá mne to a sleduji politiků 
1120,-0.72493505,6.658418,4,Unknown,"Určitě nebudou fanatici, nebudou se v politice pohybovat za každou cenu. Budou si vážit života a své rodiny "
1121,3.1499453,4.882974,2,SPD,"Jsou empaticti,chtějí pomáhat lidem,zvířatům a nemyslí jen na svoje potřeby. "
1122,1.3136225,4.0560207,0,ODS,"Agresivní, neprizpusobivi a nechtějí přijmout názor jiných "
1123,-0.3706162,4.477574,1,ANO,Se zájmem něco změnit.Porozumet politice a ne vykřikovat pláně výhrůžky a nadávat na politiku
1124,1.5725617,7.1783423,3,SPD,lidé kteří používají mozek
1125,0.05881073,5.641818,4,STAN,"Všichni do nějaké míry nesou odpovědnost za problém, na řešení by se měli podílet všichni, všichni by se měli účastnit voleb, měli by dělat nějaký vlastní předvolební průzkum toho co jim kdo slibuje a jaká je reálná šance že to skutečně splní apod. Což dle mého názoru většina lidí nedělá (štve mě to ale také to chápu)"
1126,-0.1902323,6.999743,3,ODS,Jako lidi co dokáží aspoň porozumět lidím s těžkým životem (těžkou životní situací) a snaží se je jakkoliv podpořit např. rodina postiženého chlapce nemá peníze na speciální auto a nikdo jim nechce přispět
1127,-2.5136335,4.4018717,1,ANO,"Zamestnani lide v neumeleckych sferach, ucitele, delnici, urednici, seniori"
1128,0.42256472,3.729097,0,Pirati,"otimističtí, mírně zfetovaní, bez prakticého vzdělání, všehoschopní"
1129,-1.5730323,3.8880715,1,STAN,"Nevím, podporují strany, které neschvalují Putina"
1130,-0.56803906,7.3446007,4,ANO,"Lidi kolem 25-35 let, kteří pochází z mého kraje."
1131,-1.2239182,5.6275506,4,STAN,"Opak toho, co jsem psala předtím. Lidi, co respektují životní volby ostatních a jsou otevření. Lidi, co jim není jedno, jak se žije menšinám a chovají se zodpovědně vůči ostatním i vůči planetě. "
1132,-1.1797321,6.221066,4,ANO,"Přínos politické situace není vždy o straně, ale především o lidech. Někdy je záměr dobrý a provedení katastrofální. Někteří lidé ví co a jak a oblast hodně prospívá. "
1133,0.37400666,7.8821387,3,STAN,"Mysli na budoucnost rozumným pohledem, žádný extremisté "
1134,0.84773916,6.411408,3,Unknown,"jsou pohodoví, pracovití a přemýšlí o tom co bude do budoucna"
1135,-1.7421185,5.526271,4,ODS,"zajimaji se o budocnost nejen svou, ale i svych potomku a dalsich generaci, mysli na nasi zemi, at uz ve smyslu udrzitelnosti planety nebo nasi republiky. vi co je demokracie a vazi si techto moznosti co tu mame.  "
1136,2.0102696,4.828561,0,ANO,Rozumně uvažující lidi s ekonomickým a politickým přehledem.
1137,-2.0295413,4.669771,1,Unknown,"Popsala bych je jako rozumne uvazujici lidi, kteri jsou schopni logickeho premysleni, a zaroven nepostradaji empatii."
1138,-0.46131462,4.503886,1,Unknown,Lidi jako já se o politiku zajímají okrajově a soustředí se jen na určitě věci které jej zajímají. Tolik o politice s ostatními nemluví protože nechtějí vyvolávat zbytečné debaty a že zkušenosti se snaží vyhnout konfliktům.
1139,2.1123598,7.5070167,3,ANO,Lidé kteří nemají rádi Ameriku
1140,-0.07771203,3.5627186,1,SPD,"Neškatulkuji lidi podle toho, koho volili. O politice se s přáteli nebavím. "
1141,0.3761969,5.4715695,0,ANO,"Zahr. politika: myslí si, že agresor je Rusko a Palestinci, nikoli Ukrajina a Izrael.   
Ekonomika: chápe, že v zájmu dalších generací je nutné šetřit a zavádět nějaká nepopulární opatření. Nechápe ale, že si vládnoucí politici jsou zároveň schopni beze studu zvyšovat platy a vymýšlet další benefity. Také pochybuje o jejich inteligenci, když i přesto věří, že budou v příštích volbách opět zvolení (-:
Udržitelnost: také chápe že jsou nutná opatření ekologická, nemyslí si však, že to, co se v rámci EU dosud vymyslelo, je vždy to pravé (např. nesmyslná podpora elektromobility)
 "
1142,0.4340378,6.886781,3,ANO,Voliči ano ano ano ano ano ano
1143,2.6530132,8.098128,3,STAN,"Jsou to lidé střední vrstvy, jako jsem já, kteří musí přemýšlet, jak ušetřit, aby vyšli s výplatou. Mají zdravý pohled na tento bláznivý svět a nenechají se ovlivnit stupidními bláboly politiků"
1144,-1.3346373,3.7761273,1,ANO,"Do politiky se radši nemíchám, nakolik tomu tolik nerozumím."
1145,-0.56574106,5.646587,4,SPD,Tak hlavně bych chtěla aby se Česko postaralo o problémy co se dějí tady. Nechápu že na děti kteří potřebují drahou operaci musí vybrat rodiče od obyčejných lidí. Ale na pomoc Ukrajině se finance našly a vlastně i na lidi této národnosti.  Chápu že pomoc potřebovali ale nemuseli mít úplně vše zdarma.
1146,-1.779139,4.304169,1,ANO,Popsala bych je jako lidu který mi jsou víc blízký a víc si mužem povídat a rozumět když mame stejný nazor
1147,-0.36191082,5.617769,4,Pirati,"liberální, neverici lacným slibum politiku "
1148,-0.19399852,5.217945,4,Other,"Politika má vliv, si tak jako lidé. Záleží jenna nás jaký život, se rozhodneme žít."
1149,2.3860605,8.214062,3,ANO,"obyčejní lidé,kteří mají zdraví selský rozum."
1150,1.1483761,8.151458,3,Unknown,"Střed, který se snaží o bezkonfliktní žití."
1151,1.2614194,5.8800488,2,STAN,"Politici na úkor zadluzenosti vydávají neuváženě příspěvky a dotace. Sliby z předvolebních akcí dodržují jen výjimečně především kvůli koaličním smlouvám. Hospodaření státu se mi dlouhodobě nelíbí, jelikož poslední slovo mají většinou lidé, kteří mnohdy v daném oboru mají nulové zkušenosti a vzdělání (viz. mnozí ministři). "
1152,1.2425493,3.3851187,0,ANO,Můžou to být lidé z různých vrstev a různého postavení. Nerozlisuji lidi podle jejich politického postavení. Buď je mi sympatický nebo ne. 
1153,-1.9617788,2.6777515,1,Unknown,Nevim nedokážu posoudit  neznám konkrétní lidi
1154,2.7080445,6.962445,2,STAN,"Lidi, kteří používají hlavu, mají přehled, umějí počítat."
1155,2.4068494,4.7410665,2,Unknown,"jsou to lidi v pohodě, ale i snima může mít člověk rozdílné názory, ale jsou schoný vést smysluplnou politickou debatu, a nemají problém přiznat, že se spletli. Rozhodně dokažou tvrdit, že i jejich politická strana, nedělá správné kroky, a je to jenom ku neprospěchu."
1156,-1.997615,2.6061597,1,STAN,nevim nevim nevim nevim nevim
1157,0.79946154,3.3266954,0,ODS,"Jsou to lidé se kterými vyhledávám kontakt. Mají argumenty/hodnocení situací, se kterými se umíme vzájemně ztotožnit. Pokud však umí vést společenskou zábavu pouze na tyto témata, je konverzace v delším časovém horizontu také náročná (opět zde beru v úvahu hodnocení náhodného společenského setkání, jako je např. ples, zahradní párty u přátel atd., nikoliv politický klub a jeho diskuzní setkání)."
1158,2.230929,7.197616,3,ANO,"Lidé co se chtějí mít dobře, nechtějí se dřít pro pár korun a většinu své výplaty dát státu na daně a pojišťovnám. Chtějí pracovat a fungovat"
1159,2.0176814,7.1505895,3,TOP09,"Skromní, ví co chtějí, co chtějí dosáhnout, rozumí problémům, ví o co se jedná a za čím si jít."
1160,-1.414636,8.096001,4,ODS,"Střední třída, zaměstnaní, děti, společensky aktivní."
1161,0.06158754,8.51332,3,ANO,každý člověk volí podle sebe ale když se najde člověk který je na tom stejně jako já tak si o tom povídáme
1162,1.807061,6.4445086,2,ODS,"Budou to lidé otevření, vnímaví, inteligentní, tolerantní a hledící do budoucna, hledající vzájemné souvislosti a myslící spíše na druhé a blaho celku než sami na sebe - přesto to nebudou zanícení socialisti nebo snad dokonce komunisté - jen umí vyvažovat realitu s potřebami."
1163,-0.579643,5.5086746,4,Unknown,"Nesouhlasí s EU, s politikou evropské unie, nesouhlasí se zavedením eura. Nepodporují válku na Ukrajině"
1164,0.5377629,6.4299536,3,KDU-CSL,"Lidé, kteří mají pevný hodnotový základ, jsou konzervativně založení, prozápadní, podporují členství v EU a NATO... "
1165,-0.5109645,4.9842834,1,Other,dělají politiku jako službu lidu země
1166,1.1957238,5.509835,2,ODS,"Lidé spoléhající především na sebe, podporu státu vyžadují pouze v případech krize. Nejsou aktivisticky zaměření. Mírně konzervativní názory a nezacházejí do extrémů. "
1167,2.47244,6.1200476,2,Unknown,"Lidé s vlastním názorem, muj postoj není dan jako ten správný pro všechny "
1168,2.026967,6.723056,2,Pirati,"Jsou otevření názorům, nehledí na situaci pouze negativně."
1169,0.85641176,4.6649885,0,Unknown,"Máme velmi podobné vnímání těchto problémů, kdy se maximálně třeba lišíme názory v tom, jak přesně by se daný problém měl řešit"
1170,0.677348,8.259594,3,KSCM,"normální, poctivý, klidný, slušný"
1171,-0.20163551,6.7200146,3,Unknown,"Myslí na budoucnost mladých, např. dostupnější bydlení, levnější hypotéky. Podporují homosexuální páry v oblasti manželství a adopce. Zastávají názor, že žena si může se svým tělem dělat, co chce -> dovolené interrupce."
1172,-0.56571627,6.654713,4,TOP09,"Jsou to mladí lidé, kteří to vnímají úplně stejně jako já "
1173,1.1088781,4.214116,0,ODS,Dokáží si po přemýšlet o budoucnosti reálně 
1174,-0.7304672,4.6231594,1,Pirati,"Nezajímá je politika, většinou nechodí vilit"
1175,1.5232366,6.6946435,3,TOP09,"Lidé, kteří vědí, že reformy nejsou příjemné, ale více než nutné, že nemůžeme podporovat lidi, kteří nepracují, lidé, kteří jsou tolerantní, chtějí chránit demokraci! "
1176,0.63740677,4.6066236,0,Unknown," Představte si lidi, kteří vnímají politiku a společenské problémy podobně jako Vy,"
1177,1.830799,5.820872,2,STAN,"lidi kteří věří v to , že se nad slbšími nelze povyšovat , ale je jim povinnost pomoci"
1178,-0.67515534,6.0458026,4,STAN,"S nepříliš velkým zájmem o politické dění, ale s obavami o budoucí vývoj v otázkách demokracie a otevřenosti společnosti obecně. Zájem o životní prostředí, rurální oblasti, ale žijí v městských oblastech a rekreují se v rurálních."
1179,-1.0172442,4.13818,1,Unknown,"nezajímají se o politiku, je to zcela zbytečné. Pochopit politiku je dost obtížné, zvláště není-li zaměřena na blaho občanů. Neustálé hádky mezi politiky nepřinášejí pro případné voliče žádnou motivaci volit (kohokoliv)"
1180,-1.1319208,5.3818536,4,ODS,Zajimaji se o problemy a nenechaji se ovlivnit populisty a slibovaci
1181,1.3253095,6.981165,3,STAN,"Lidé, kteří si uvědomují, že demokracie je pouze tím nejlepším ze všech špatných lidstvu známých politických systémů a zřízení. Tíhnoucí k pravicové politice, avšak uvědomující si, že v Česku chybí jakákoliv skutečně pravicová strana. Nesnášející populismus, komunismus, nacismus, fašismus a další formy extrémismu. Nesnášející jánabráchismus, klientelismus a všechny ostatní formy korupce. Skupina lidí, která si jasně uvědomuje, že človek má nejen svá práva, ale také povinnosti. A stát mu má co nejméně komplikovat život ať už nesmyslnou byrokracií, nebo třeba nefunkčním právním a justičním systémem, v němž mají zloději a násilníci větší práva a možnosti než jejich oběti. Lidé věřící v rovná práva všech lidí, ale také v jejich jasné limity, například nepřípustnosti ovlivňování světské moci náboženskými prvky a dogmaty a prosazování teze „naše země, naše pravidla a naše kultura“, kdy ti, co se nehodlají v rámci svých možností přizpůsobit a chtějí prosazovat pouze svá pravidla, tam nemají co pohledávat."
1182,2.7429686,8.223062,3,ANO,Mají takzvaný selský rozum.
1183,2.0791306,5.8066244,2,KDU-CSL,Lidi kteří zažili komunismus a ví čeho byli schopni.
1184,-1.1652974,2.9208837,1,STAN,Nedokáži popsat. O politice se se svými přáteli nebavím.
1185,1.0437689,5.7718644,3,Unknown,"Lidé co si dohledávají informace z různých zdrojů i staršího data. Lidé ktřeří přemýšlí nad dostupnými informacemi a neberou je tak, jak je (obzvláště média) dnes servírují. Jsou schopni si udělat vlastní názor. "
1186,-1.4272438,4.599152,1,ANO,"nemají politiku rádi protože pro nbás politici nic nedělají 
"
1187,-1.9274857,3.3363018,1,Unknown,"nevím, nevím, nevím, nevím, nevím"
1188,1.8662473,4.98906,2,ODS,"Myslím si, že takoví lidé jsou schopní se zamyslet, mimo jiné dokážou prokázat kritické myšlení. Jedná se o příjemné, pohodové lidi, kteří nechtějí ostatním škodit a mají rozumné názory."
1189,1.7787389,6.5301886,3,ODS,rozumně přemýšlející lidé
1190,0.9252824,7.889456,3,Pirati,"pohodáři, nekonfliktní choleryci"
1191,1.6707424,4.020499,0,ODS,Někdo s podobnou životní zkušeností a pravděpodobně s vyšším vzděláním.
1192,0.14410363,6.522419,3,ODS,"vzdělaní, zajímají se o různá společenská témata, ochotni naslouchat, chápou jiné kultury"
1193,0.5417519,6.3086123,3,STAN,chtějí aby se měřílo ku prospěchu všem  stejně  
1194,1.7631719,3.3390126,0,ANO,Jsou  na stejné vlně. Existuje mnoho témat hovoru. Pozitivní vibrace. Nemusím se ostýchat říct svůj názor.
1195,1.2370876,4.6903925,0,ODS,Notujeme si. Vzájemně se hecujeme a doplňujeme si informace
1196,0.0943041,4.072113,0,Other,Jsou nanejvýš v pohodě a nic zbytečně nehrotí
1197,-1.0988653,3.9024496,1,SPD,Nerozumí vůbec politice. Bohužel
1198,-1.491866,3.5334868,1,Other,"sympatie, nevím co víc k tomu dodat.."
1199,-2.4731262,4.523244,1,ODS,"vysokoskolsky vzdelani lide, rozumneho postaveni, majici deti, "
1200,-1.4133625,5.8214774,4,ANO,"Chytří, vnímaví, není jim lhostejné vše kolem nich."
1201,1.2659798,6.7231936,3,TOP09,"Většinou jsou to vysokošláci, podnikatelé, živnostníci, převážně mladší lidé. Lidi jako já myslí na budoucnost, vidí šílené výsledky zadlužení naší vlády, nenechají se ukecat pro pár tisíc teď. Jsou to lidé, kteří pracující celý život, kteří se snaží se postarat o svoji rodinu, tak aby i v budoucnu pro ně něco zbylo. Také jsou to lidé, kteří cestují, dokáží si tedy udělat obrázek, jak to v ostatních zemích funguje a že my jsme velice ""sociální"" stát i když komunisté nejsou u moci skoro 40 let. Jsou to podnikatelé, kteří mají vlastní firmy a vidí, že okolo 20% jde jenom na důchodové pojištění, které ani nemusí ten zaměstnanec nikdy vidět. Jsou to OSVČ, kteří platí skoro 30% na sociální pojištění, ale pokud náhodou onemocní, tak jim nikdo nedá nemocenskou jako v obyčejném pracovním poměru a přijdou tak o své výdělky. "
1202,1.6441491,5.5829916,2,ANO,Lidi kteří mají základní rozhled a nejsou spokojeni se současnou vladou
1203,-1.3618847,8.048913,4,Unknown,"střední třída, vzdělání s maturitou a vyšší, vycházející s příjmy"
1204,3.344767,5.4522104,2,KSCM,moje krevní skupina .souhlasím s ní
1205,1.9299482,6.1099687,2,KDU-CSL,"Snaha nejen v sociálních systémech něco pozitivně změnit, podpořit rodiny s více dětmi, nepodporovat gender, nepodporovat manželství pro všechny, ale podpořit pouze manželský svazek muže a ženy, bojovat proti všem formám zla, válkám a nenávisti, korupci, nekalým obchodům, lžím, vydíráním apod. Podporovat zdravou výchovu dětí a mládeže, NE volnou výchovu a podobné nesmysly, umožnit ženám postarat se o své děti a dobrou výchovu doma a ne je nastrkat do jeslí a školek. Mít úctu k lidem a ke stáří, žáci i rodiče navrátit úctu a respekt k učitelům a vychovatelům, být např. ohleduplní za volantem a začít opět dodržovat pravidla a neobcházet zákony,..."
1206,-1.893125,5.8045225,4,STAN,"Neúčastní se konverzací na téma politika ani s přáteli/rodinou, natož s cizími lidmi. Je jim jedno kdo koho volí. Naštvou se, když se jim někdo snaží vtlouc do hlavy, že tahle strana je strašně super a tahle je strašná. Žádná strana není super na sto procent a v každé se dá najít názor, s kterým člověk nějaký způsobem souhlasí."
1207,1.5899236,2.5568025,0,ANO,"Mají podobné životní zkušenosti, hodnoty. Vnímají politická témata a jejich priority stejně jako já. Máme podobný názor na řešení situace, nebo na to jakým směrem by se měla společnost, vláda ubírat. 

Btw. u předchozí otázky, kdy se ve 2 otázkách ptáte na můj názor na lidi se kterými mám zcela odlišný názor. Ptáte ve 3. otázce, jak´vnímám ochotu takových dělat kompromisy s ostatními .... v závorce píšete, že jde o lidi se stejným názorem ??? ..... Pokud odpovím dle otázky, pak to bude zcela v rozporu co si myslím o druhé skupině lidí, se kterými nemám stejný názor."
1208,2.3971028,5.7308574,2,ODS,Lidé se stejným názorem a pohledem na svět.
1209,-1.1136345,6.918535,4,ANO,Ti kteří pracují a odvádějí do systému zaslouží odpovídající péči. Ti co ne - nic
1210,1.0213726,5.825451,3,STAN,"Jednalo by se o muže, ale i ženy vyššího věku, žijící ve městech, ať už bydlí na sídlišti či na okraji města. Jsou to většinou ženatí muži, kteří jsou již v důchodu, ale někteří z nich ještě chodí do práce. Občas se starají o vnoučata a jezdí s nimi na výlety, nebo je jinak zabavují. Záleží ovšem na stáří vnoučete. A hlavně podle toho, jak dědečkové, či babičky mají čas a chuť se věnovat malým dětem, ale zároveň děti musí též mít rády své prarodiče."
1211,-1.4848871,3.5619473,1,Unknown,"nevím, politice neholduji"
1212,0.10598132,5.168191,0,ANO,"jsou znechuceni současnou politickou situací v zemi, máme vládu, která je asociální a nerozumí obyčejným lidem "
1213,1.5911212,6.196703,2,STAN,"samostatní, umějí si poradit, spokojení"
1214,1.4212501,6.3944035,3,SPD,"Jsou to lidé-vlastenci, kteří nezaprodávají svoji vlast.Také si ji chtějí chránit pro sebe a své potomky. Vědí, že stoprocentně platí heslo""bez práce nejsou koláče"", a neobdivují se  lidem přisátým na ""státní kasu"", nicnedělkům a vejžirkům z neziskovek a nadací. Zároveň se snaží své potomky učit úctě ke všem generacím, ke svým učitelům a vážit si i přátelství,kamarádství
a nevěřit kdejakým prolhancům."
1215,1.4685881,4.010666,0,Unknown,Většinou jsou to moji kamarádi 
1216,1.8372346,8.224426,3,ANO,"normální obyčejní lidé, kteří pomáhají druhým a potřebným"
1217,1.8216419,5.46189,2,STAN,"Jedná se o lidi, kteří si udržují rozhled "
1218,-1.3783835,8.015787,4,ANO,"Střední třída, snažící se zajistit rodinu - děti v nejisté době."
1219,1.7778385,3.535562,0,ANO,Jsou na stejné vlně jako já.
1220,-0.01660428,8.624412,3,ANO,"nevím prostě obyčejný člověk, který žije od příjmu k příjmu"
1221,-0.7045062,3.923418,1,Unknown,moc se nezajimaji o politiku
1222,-3.4526184,6.9625535,4,KDU-CSL,Uvh gbhvtvgvgbz z gbgvtvrvrvg
1223,-1.4621154,3.3073835,1,ANO,"Nevím,neumím na to odpovědět "
1224,-1.5777806,6.731595,4,Unknown,"Lidé ochotní diskutovat o různých aspektech, ne zcela striktní."
1225,-1.7961137,6.799296,4,ANO,Ochotní a příjemní. Nediskutuji a spolupracují. 
1226,-1.6309109,2.5674765,1,ANO,mam takovou společnost rada
1227,-0.08703823,8.211277,3,Pirati,"Liberální člověk s dostatkem empatie, ctící hodnoty humanismu. Člověk s kritickým myšlením, důvěrou ve vědu a pokrok poznání. Ne nutně nehrdý na svou zemi, nicméně nesnižující se k primitivnímu nacionalismu a rasismu."
1228,-1.5358665,4.9381194,1,KDU-CSL,"myslím si, že je to jedno jak lidí všechno vnímají"
1229,-0.27559575,2.509778,1,SPD,"Rozuměli bychom si, a tak bych neměla potřebu se dohadovat"
1230,-1.749003,4.34032,1,ANO,ted me nic momentalne nenapada 
1231,2.5368626,6.5014653,2,Unknown,"Pro rodinu, pro práci dobře finančně ohodnocenou, pro lidi co se nebojí přidat ruku k dílu když je třeba."
1232,3.8949084,5.7760134,2,TOP09,jednoduše si rozumíme politickými názory
1233,-1.1010288,5.6570554,4,ANO,"Lide se sociálním cítěním, kteří potřebují pomocí."
1234,0.07364455,4.351537,0,Other,"O politických tématech se bavím ve skupině přátel, jsme z různých koutů republiky, jsou tam i lidé ze Slovenska, diskutujeme přes sítě i osobně se potkáváme. Diskutujeme o problémech a tématech, o jednotlivých politických představitelích, hodně probíráme zahraniční události. Máme přátele i v zahraničí, v Evropě i za mořem, a je velmi zajímavé vědět, co se děje jinde a jaké postoje zastávají. Ono totiž v důsledku nás události ve světě ovlivňují výrazně, jsme totiž malá zemička. S těmito lidmi se tolerujeme, i se v názorech také různíme. Snažíme se vzájemně si vysvětlit a ukázat, proč máme určitý názor/postoj na nějakou věc/problém/události. Prostě bych to popsala slovy, že hledáme v politice : konsensus místo konfliktu a kooperaci místo konkurence."
1235,0.532066,8.151238,3,Unknown,"Normální lidé, normálně přemýšlejí, mysli na budoucnost"
1236,-1.7975066,4.5206,1,ANO,"Jsou to lidí starší nad 50 let, vědí co je práce i zábava, nic nedostali zadarmo."
1237,1.7475458,6.645233,3,STAN,"Řekla bych, že jsou to lidé, kteří se nenechají zahltit dezinformacemi a kteří jsou otevření více názorům a hlavně se dokáží vzájemně respektovat."
1238,1.4850174,5.152908,0,Pirati,"Dbám na ochranu přírody a na co nejšetrnější zacházení s ní. Chci, aby se více braly ohledy na snižující se diverzitu různých živočichů a rostlin a začalo se o tom více jednat a také vzdělávat veřejnost. Podporuji LGBT komunitu, jelikož každý jednotlivec by měl mít právo na sebevyjádření a být tím, kým se cítí být. Chci, aby členové této komunity měli stejná práva jako ostatní. Zastávám demokracii, svobodu volby, svobodu projevu."
1239,-1.5713483,5.063747,4,SPD,Neschopny volit v tejto tazkej dobe
1240,2.9218357,6.033777,2,Other,Snaha najit smysl politiky
1241,1.781285,2.4231799,0,ANO,Mají stejný názor jako já
1242,-0.6112539,7.194935,4,Unknown,Podle mého přesvědčení mají správný postoj.
1243,-1.1359293,6.9892826,4,KSCM,"Zastanci minimalniho statu a regulaci. Socialni a jina pomoc jen v nouzi, ktera musi byt skutecnou nouzi. "
1244,-1.9633565,7.0915327,4,STAN,"Jsou to lidé, kteří chodí k volbám, ale v o politiku jako takovou se moc nezajímají."
1245,-2.3634224,5.2650356,4,SPD,"Ti co chteji neco dosahnout, nechteji diktat EU"
1246,-3.3958519,7.035245,4,Unknown,Absolutní intolerance Fialových příznivců
1247,-0.9034951,4.998794,1,Other,"Lidí,kteří věří,že v politice se stejně nikdy nic nezmění k dobrému, žádná zásadní pozitivní změna nepřijde. Nač se tedy o politiku zajímat."
1248,2.715387,6.209066,2,KDU-CSL,"Pracovití a cílevědomí. Jdou si za svým cílem i za cenu vlastního pohodlí. V novinách nečtou pouze titulky. V případě vyšší finanční potřeby nejdou do banky, ale na brigádu... "
1249,1.0369766,6.073492,3,Unknown,"Zajímají se o dění kolem, ověřují si informace a fakta. Jsou otevřeni jiným názorům a jsou schopni o nich komunikovat. Chybu uznají. Zajímají se o svou budoucnost i budoucnost okolí, kde žijí. Zajímají se o druhé. "
1250,1.792219,6.308362,2,Pirati,"Pravicově zaměření lidé, často z podnikatelských rodin, často poměrně dobře finančně zajištěni jak od rodičů, tak vlastními prostředky "
1251,2.6171265,5.364913,2,STAN,"Jsou to vzdělaní lidé, minimálně s maturitou. Všichni pracují. Jsou to buď vedoucí pracovníci, manažeři, zdravotničtí pracovníci, pracovníci ve školství, bankovnictví."
1252,0.12155214,6.916717,3,ANO,"Klidní a trpělivý,do určité doby"
1253,-0.2905998,5.2051578,4,ANO,"Zajímají se o ekonomické věci a dění ve světě. Zároveň se zajímají o automobilový průmysl a green deal v tom směru, že nesouhlasí se zákazy v těchto oblastech."
1254,3.1775656,4.597109,2,Unknown,"Jsou to lidé kteří jednají zdravým selským  rozumem  ,neslibují co nemohou splnit ,neobohacují se na úkor druhých a hlavně nevycucávají stát ,tedy nás všechny."
1255,-1.1297153,4.6209683,1,Other,"obyčejní 
politickou scénu moc nesledující, ale všímající si dopadů politických rozhodnutí
volí menší zlo, protože není výběr 
"
1257,1.9749018,4.3511386,0,STAN,Nikomu nevnucuji své názory.
1258,0.9717274,5.692796,3,SPD,"má všeobecný přehled,získává informace z různých zdrojů,není ukvapený vzávěrech"
1259,-0.03893263,5.652906,4,TOP09,"Jde jim o slušnou a reprezentativní vládu, která není xenofobní, homofobní a podporuje rozvoj obyvatelstva. "
1260,2.619897,7.9675117,3,STAN,"Lidé smýšlející jako já, nejsou snadno ovlivnitelní, nepodléhají davové psychóze, nenechají se ovlivnit kultem osobnosti, nevěří populistickým stranám, nevidí svět pouze černobíle."
1261,1.2553135,5.4575953,2,ODS,ověřují si fakta ale nenechají si lhát
1262,0.8312267,5.524501,0,Unknown,"Nelíbí se mi nebetyčné zadlužování našeho státu, nelíbí se mi, že se tolik přispívá Ukrajině, když se ČR neumí pořádně postarat o naše lidi. Občané z Ukrajiny by už dávno neměli mít žádná privilegia a sociální dávky. Pokud nejsou schopni začít tu pracovat a začlenit se, ať se vrátí na Ukrajinu. Nemluvě o tom, jak moc se tu zvedla kriminalita! Také se mi nelíbí sociální systém, kdy někteří občané nemusí pracovat a mají se lépe, než pracující lid! To by měl konečně někdo změnit!! "
1263,-0.5463406,3.5155346,1,Unknown,"O politiku se raději moc nezajímám, protože se nechci rozčilovat a upřímně na to nemám čas."
1264,2.4732146,3.8015952,0,STAN,"nevím. podobné názory, zájmy"
1265,2.1354482,2.9704442,0,ODS,"mají svůj názor a nebojí se ho sdělit
mají stejný životní styl jako já
stejné názory na politiku, politiky"
1267,1.9596565,4.866995,0,KDU-CSL,"Jde o lidi, kteří ví, že nejde věřit všem nesmyslným slibům jiných politických stran, které tvrdí, že by aktuální situaci zvládly lépe a pouze kritizují stávající rozhodnutí. Populistické sliby jiných stran nás neovlivňují, protože když je ve světě krize, nemůžeme si dovolit rozhazovat a dopřávat všem nadstandard. Jsou to lidi co mají rozum, a znají hranice své i státu. Vždyť dnes si všichni žijí v blahobytu a ještě si stěžují. "
1268,1.1697541,4.923839,0,STAN,"Vzdělaní, zajímá se o okolní dění, finančně gramotní. Nespoléhají na populistické sliby, dokáží odhadnout reálné hrozby. Doufám že ne arogantní - pouze sebevědomí."
1269,3.1617188,6.1614823,2,Unknown,"jsou to lidé zdravých názorů, sledují politické dění doma i ve světě, jsou empatičtí a přizpůsobiví, stojí nohama pevně na zemi a neradi se pouštějí do ostrých konfliktů, "
1270,1.5168117,2.3304043,0,SPD,"nevím, nehodnotím sám sebe"
1271,1.761242,6.3902617,2,ODS,"Lidé zodpovědní, soběstační, schopní sami utvářet své postoje."
1272,1.8755765,5.603663,2,SPD,"jsou bezva, odpovědní a nenávidí prospěcháře ve vládě, lidi kteří lžou jako tahle vláda"
1273,1.7037088,5.04244,0,Other,"Lidé vedi lepe nez stát, jak utrácet svoje penize. Pomoc pouze nemocným, hendikepovanym nebo z jiných důvodu prace neschopným. Ji AK je každého osobní zodpovědnost postarat se o se e a svoji rodinu"
1274,-0.57349104,2.3618877,1,ANO,"nevím co bych napsala,jak bych je popsala"
1275,-1.9199543,3.2945251,1,ANO,Nevím nevím nevím  nevím 
1276,1.130895,8.759233,3,ODS,"Pro mne normální lidi, u kterých mě nepřekvapí přístup a názory."
1277,-1.7022716,2.5430198,1,ANO,Nemohu si presne vybavit lidi o kterych mam mluvit.
1278,-0.19469668,7.344488,3,Unknown,Jsou to lidé z mého nejbližšího okolí - rodina a pak lidé narození cca po roce 1980
1279,1.1830063,6.6689262,3,ODS,"Lidi s pozitivním myšlením, lidé především slušní, vzdělaní, sportovně založení. Lidé, kterým záleží na budoucnosti této země a ne jen na okamžitém prospěchu"
1280,1.5410014,4.796079,0,SPD,Jako sebe samého v zrcadle.
1281,1.4575635,6.832027,3,Other,"Lidé, kteří nehltají mainstream"
1282,-0.47852787,6.077783,4,ANO,"Lidé, kteří nesouhlasí ze současnou vládou Petra Fialy. Neboť tato vláda nesplnila nic ze svých
předvolebních slibů."
1283,-0.38464597,5.841785,4,ANO,"přejí si ukončení války na ukrajině, nepodporují  zelené a rúzné neziskovky"
1284,1.6225587,2.3167195,0,ODS,Každý se má postarat sám o sebe. Politici mají pouze určovat mantinely v kterých se mají lidé pohybovat. Teprve když lidé sami nemohou tak by jim měl stát pomoci.
1285,2.052052,3.2324975,0,Unknown,Normální lidský názor každý je jiný 
